Company Name,Ticker,Last Close
"Oak Ridge Financial Services","BKOR","19.23"
"Bank of South Carolina","BKSC","16.43"
"BlackSky Technology","BKSY","1.82"
"","BKT","13.14"
"BK Technologies","BKTI","3.83"
"BIOkey International","BKYI",".82"
"Blue Bird","BLBD","14.5"
"Blackboxstocks, Inc.","BLBX",".7186"
"Bellicum Pharmaceuticals","BLCM","1.14"
"Bausch + Lomb","BLCO","17.24"
"Blade Air Mobility","BLDE","4.46"
"Ballard Power Systems","BLDP","6.53"
"bleuacacia","BLEU","10.11"
"Blue Foundry Bancorp","BLFY","11.88"
"BioLargo","BLGO",".2345"
"BlueHarbor Bank","BLHK","19"
"Berkeley Lights","BLI","2.15"
"Bb Liquidating","BLIAQ",".0023"
"Bridgeline Digital","BLIN","1.2"
"Biloxi Marsh Lands","BLMC","4.05"
"Blend Labs","BLND","1.66"
"Belong Acquisition Corp.","BLNG","9.99"
"Blink Charging","BLNK","13.61"
"Cannabix Technologies","BLOZF",".3091"
"Bellerophon Therapeutics","BLPH","1.94"
"BioLineRx","BLRX",".6299"
"Blue Sphere","BLSP",".0004"
"Blackstone Minerals","BLSTF",".1269"
"Bellus Health","BLU","7.86"
"BlueRiver Acquisition","BLUA","10.04"
"bluebird bio","BLUE","6.35"
"Banco Latinoamericano de Comercio Exterior","BLX","17.23"
"Backblaze","BLZE","7.14"
"Black Mountain Acquisition Corp.","BMAC","10.28"
"Blockchain Moon Acquisition Corp.","BMAQ","10.4"
"Biomea Fusion","BMEA","9.52"
"Bimini Capital Management","BMNM","1.01"
"Biomerica","BMRA","3"
"Bright Mountain Media","BMTM",".151"
"BM Technologies","BMTX","4.52"
"Brookmount Explorations, Inc.","BMXI",".1249"
"Barnes & Noble Education","BNED","2.31"
"Bonterra Energy","BNEFF","4.97"
"Bion Environmental Technologies","BNET","2.08"
"Bionano Genomics","BNGO","1.81"
"Bannix Acquisition Corp.","BNIX","10.28"
"Bionik Laboratories","BNKL",".85"
"Broadstone Net Lease","BNL","18.11"
"Banner Acquisition Corp.","BNNR","10.15"
"Bionomics Limited","BNOEF",".0251"
"Bionomics","BNOX","4"
"Burning Rock Biotech","BNR","2.91"
"Brenmiller Energy Ltd.","BNRG","1.65"
"Bonso Electronics International","BNSO","3.79"
"Benitec Biopharma","BNTC",".23"
"Brennt","BNTGY","14.89"
"BioNxt Solutions Inc.","BNXTF",".3651"
"Bluescape Opportunities","BOAC","9.86"
"Blue Ocean Acquisition Corp.","BOCN","10.33"
"The Beachbody Company","BODY",".6212"
"Bollore","BOIVF","5.51"
"Bollinger Industries","BOLL","10"
"Bolt Biotherapeutics","BOLT","1.47"
"Boomer Holdings","BOMH",".0011"
"Bon Natural Life","BON","1.2999"
"Borr Drilling","BORR","5.95"
"B.O.S. Better Online Solutions","BOSC","2.28"
"Hugo Boss","BOSSY","13.49"
"Bank of the James Financial Group","BOTJ","12.8"
"Bontex","BOTX",".0023"
"Bowlero","BOWL","13.75"
"Boxed","BOXD",".5354"
"Boxlight","BOXL",".4623"
"BoxScore Brands","BOXS",".011"
"Bullpen Parlay Acquisition","BPAC","10.31"
"Banco Comercial Portugues","BPCGY","3.03"
"BPI Energy","BPIGF",".0001"
"bpost","BPOSY","5.399"
"BP Prudhoe Bay Royalty Trust","BPT","12.25"
"Bio-Path Holdings","BPTH","2.08"
"Biophytis","BPTS",".4001"
"Boqii","BQ","1.82"
"Broad Capital Acquisition Corp.","BRAC","10.42"
"Bragg Gaming Group Inc.","BRAG","3.64"
"Baran Group","BRANF","2.5"
"BrewBilt Brewing","BRBL",".0011"
"Big Rock Brewery","BRBMF","1.4"
"BLUE RIDGE BKSH","BRBS","12.66"
"Brunswick Bancorp","BRBW","17.5"
"BRC INC","BRCC","6.6"
"Brainchip Holdings Ltd.","BRCHF",".4599"
"Burcon NutraScience","BRCNF",".316"
"Beard Energy Transition Acquisition Corp.","BRD","10.27"
"Bridgestone","BRDCY","18.62"
"Bridge Investment Group","BRDG","14.89"
"Switchback II","BRDS",".2346"
"Bresler & Reiner","BRER",".02"
"Breeze Holdings Acquisition","BREZ","10.5791"
"Barfresh Food Group","BRFH","1.36"
"BRF","BRFS","1.59"
"Bergio International","BRGO",".0001"
"Bridgford Foods","BRID","12.3101"
"B. Riley Principal 250 Merger","BRIV","10.05"
"BurTech Acquisition Corp.","BRKH","10.26"
"Brookline Bancorp","BRKL","13.08"
"Brilliant Acquisition","BRLI","10.79"
"Brilliant Earth Group","BRLT","4.8"
"Broadmark Realty Capital","BRMK","4.38"
"Barnwell Industries","BRN","2.57"
"Brooge Energy","BROG","5.58"
"Borqs Technologies","BRQS",".3024"
"Barloworld","BRRAY","5.05"
"Blue Ridge Real Estate Co.","BRRE","10.5"
"Bruush Oral Care Inc.","BRSH",".41"
"Ballistic Recovery","BRSI",".0003"
"BrightSpire Capital","BRSP","7.62"
"Broad Street Realty","BRST","1.2"
"Biorestorative Therapies","BRTX","2.9401"
"Berry","BRY","9.2"
"Banco Santander Chile","BSAC","16.91"
"Black Spade Acquisition","BSAQ","10.12"
"Bogota Financial","BSBK","11.43"
"Banco  ntander Brasil","BSBR","5.68"
"BioStem Technologies, Inc.","BSEM","3"
"Bassett Furniture Industries","BSET","19.36"
"Blue Star Foods","BSFC",".52"
"Blue Safari Group Acquisition","BSGA","10.53"
"Biosig Technologies","BSGM",".7872"
"Black Stone Minerals","BSM","16.28"
"Grupo Financiero Santander Mexico","BSMX","6.3"
"Biostar Pharmaceuticals","BSPM",".01"
"BSQUARE","BSQR","1.24"
"Biostage","BSTG","5.7"
"BriteStrike Tactical Illumination Products","BSTK",".019"
"BT Brands, Inc.","BTBD","1.82"
"Bit Digital","BTBT","1.44"
"BIT Mining Limited","BTCM","3.43"
"BTCS Inc.","BTCS","1.66"
"Biotricity","BTCY",".837"
"Barratt Developments","BTDPY","11.42"
"Baytex Energy","BTEGF","4.63"
"B2Gold Corp","BTG","3.97"
"British Land","BTLCY","5.58"
"biote Corp.","BTMD","4.13"
"Bit Origin","BTOG",".2368"
"Health and Happiness H&H International Holdings","BTSDF","2"
"Better Choice","BTTR",".7399"
"Better Therapeutics","BTTX","1.37"
"Britvic","BTVCY","19.37"
"Bridgetown","BTWN","10"
"BOTS","BTZI",".0165"
"Butler National","BUKS",".6899"
"Burnham Holdings","BURCA","12.55"
"BrightView","BV","7.95"
"Buenaventura Mining","BVN","8.09"
"Bavarian Nordic","BVNRY","10.57"
"Bioventus","BVS","1.96"
"BiondVax Pharmaceuticals","BVXV","2.61"
"Babcock","BW","6.64"
"Better World Acquisition","BWAC","10.61"
"Blue World Acquisition","BWAQ","10.28"
"Brainsway","BWAY","2.01"
"Bridgewater Bancshares","BWB","15.56"
"Blue Whale Acquisition Corp. I","BWC","9.87"
"Broadwind Energy","BWEN","5.4"
"Betterware de Mexico SAPI de C","BWMX","8.39"
"Blue Water Vaccines","BWV","1.23"
"Brambles","BXBLY","17.06"
"Baudax Bio","BXRX","2.95"
"Broadway Financial","BYFC","1.3"
"Banyan Acquisition","BYN","10.32"
"Beyond Meat","BYND","16.43"
"byNordic Acquisition","BYNO","10.27"
"Beyond Commerce","BYOC",".0002"
"Bodycote","BYPLF","7.99"
"Byrna Technologies","BYRN","9.74"
"BeyondSpring","BYSI","2.58"
"BYTE Acquisition","BYTS","10.145"
"BuzzFeed","BZFD","2.3"
"Beazer Homes USA","BZH","16.37"
"Baozun","BZUN","7.61"
"Corporacion America Airports","CAAP","9.43"
"China Automotive Systems","CAAS","8.65"
"Cabaletta Bio","CABA","12.19"
"California Business Bank","CABB",".001"
"CARAVELLE INTL","CACO","1.59"
"Candel Therapeutics","CADL","2.5695"
"NowAuto Group","CAFI",".042"
"The Castle Group","CAGU",".1"
"California International Bank","CAIB",".081"
"CaixaBank","CAIXY","1.42"
"Calithera Biosciences","CALA",".41"
"Calliditas Therapeutics","CALT","19.2"
"CalAmp","CAMP","4.63"
"Canaan","CAN","3.14"
"Can B Corp.","CANB","1.05"
"CanFite Biopharma","CANF","4.14"
"Cango","CANG","1.38"
"Cannlabs","CANL",".01"
"General Cannabis","CANN",".1601"
"Cano Health","CANO","1.38"
"Capstone Cos.","CAPC",".07"
"Capricor Therapeutics","CAPR","4.22"
"Cara Therapeutics","CARA","11.68"
"China Resources Cement Holdings","CARCY","14.36"
"Carter Bankshares","CARE","16.62"
"CarGurus","CARG","17.65"
"Cars.com","CARS","17.1"
"Carver Bancorp","CARV","4.87"
"Casa Systems","CASA","3.42"
"CASI Pharmaceuticals","CASI","2.04"
"China Bilingual Technology & Education Group Inc.","CATG","5"
"Cato Corporation","CATO","9.94"
"Cavu Resources","CAVR",".0117"
"CCA Industries","CAWW",".65"
"Colony Bankcorp","CBAN","12.89"
"China BAK Battery","CBAT","1.16"
"CymaBay Therapeutics","CBAY","8.39"
"Commonwealth Business Bank","CBBI","11.9"
"Companhia Brasileira de Distribuicao","CBD","4.05"
"Bluenrgy Group Limited","CBDEF",".003"
"China Yibai United Guarantee International Holding","CBGH",".009"
"Catalyst Biosciences","CBIO",".2815"
"Christopher & Banks","CBKCQ",".0058"
"China BlueChemical","CBLUY","11.19"
"CBond Systems","CBNT",".0075"
"Chain Bridge I","CBRG","10.34"
"Ciber","CBRI",".0001"
"CB Scientific","CBSC",".185"
"Cannabis Wheaton Income","CBWTF",".0187"
"Cascadia Acquisition Corp.","CCAI","10.09"
"Crescent Capital BDC","CCAP","15.17"
"Chino Commercial Bancorp","CCBC","14"
"C4 Therapeutics","CCCC","7.79"
"CCC Intelligent Solutions","CCCS","9.25"
"CryoCell International","CCEL","4.04"
"China CGame","CCGM",".01"
"Cambridge Capital","CCHI",".45"
"Carnival","CCL","10.82"
"CareCloud","CCLD","3.6"
"CSI Compressco","CCLP","1.4"
"Concord Medical Services","CCM","1.34"
"Clear Channel Outdoor","CCO","1.91"
"Capcom","CCOEY","16.18"
"China Coal Energy","CCOZY","16.64"
"China Crescent Enterprises","CCTR",".0003"
"Cactus Acquisition Corp. 1 Limited","CCTS","10.33"
"Compania Cervecerias Unidas","CCU","15.61"
"Churchill Capital Corp V","CCV","10.05"
"Churchill Capital Corp VI","CCVI","10.04"
"Crown Cap Ventures","CCVL",".0007"
"Chindata","CD","8.29"
"Codiak BioSciences","CDAK",".71"
"Compass Digital Acquisition Corp.","CDAQ","10.11"
"China Dasheng Biotechnology","CDBT",".029"
"Coeur Mining","CDE","3.89"
"City Developments","CDEVY","6.335"
"CD International Enterprises","CDIIQ",".0001"
"Cardio Diagnostics Holdings, Inc.","CDIO",".96"
"Cardlytics","CDLX","7.5"
"Avid Bioservices","CDMO","15.83"
"CareDx","CDNA","14.94"
"Code Rebel","CDRBQ",".0001"
"Codere Online Luxembourg","CDRO","3.2352"
"China Dongsheng International","CDSG",".0513"
"CDTI Advanced Materials","CDTI",".152"
"Cidara Therapeutics","CDTX","1.23"
"ChromaDex","CDXC","1.96"
"Cardax","CDXI",".0002"
"Codexis","CDXS","6.15"
"Cadiz","CDZI","4"
"CEA Industries Inc.","CEAD",".96"
"CECO Environmental","CECO","14.39"
"","CEE","9.75"
"Commercial National Financial","CEFC","10.7"
"Cerro Grande Mining","CEGMF",".0052"
"Lucas Energy","CEI","1.97"
"Celcuity","CELC","9.58"
"Cellcom Israel","CELJF","4.72"
"Centamin","CELTF","1.37"
"Celularity","CELU",".8401"
"Creative Medical Technology Holdings, Inc.","CELZ",".535"
"Chembio Diagnostics","CEMI",".36"
"Cenntro Electric Group Limited","CENN",".7627"
"CENAQ Energy Corp.","CENQ","10.25"
"Century Aluminum","CENX","11.24"
"Central Puerto","CEPU","6.24"
"Cerus","CERS","3.14"
"Certara","CERT","19.4"
"Cemtrex","CETX","7.01"
"","CEV","10.63"
"Ceres Ventures","CEVE",".0001"
"Circle Entertainment","CEXE",".004"
"CrossFirst Bankshares","CFB","13.5"
"CF Acquisition VIII","CFFE","10.53"
"Capitol Federal Financial","CFFN","8.37"
"CF Acquisition Corp. VII","CFFS","10.22"
"CF Acquisition IV","CFIV","10.22"
"ConforMIS","CFMS","2.52"
"California First Leasing","CFNB","16"
"Compagnie Financiere Richemont","CFRUY","15.36"
"ContraFect","CFRX",".075"
"CFSB Bancorp","CFSB","8.98"
"China Green Agriculture","CGA","4.07"
"Centerra Gold","CGAU","6.43"
"Carlyle Secured Lending","CGBD","15.05"
"Canopy Growth","CGC","3.03"
"Cullinan Oncology","CGEM","11.64"
"Compugen","CGEN",".8688"
"CGG","CGGYY",".8125"
"Celadon Group","CGIP",".0001"
"Coro Global","CGLO",".0023"
"Cognyte Software","CGNT","3.79"
"Capstone Green Energy","CGRN","2.01"
"Cognition Therapeutics","CGTX","1.97"
"Catcha Investment","CHAA","10.15"
"Comstock Holding Companies","CHCI","4.22"
"China CITIC Bank","CHCJY","9.77"
"CTGX Mining","CHCX",".0002"
"Chenghe Acquisition Co.","CHEA","10.39"
"China Everbright Environment Group??","CHFFF",".4047"
"China Finance","CHFI",".0005"
"Chugai Pharmaceutical Co.","CHGCY","12.91"
"China Carbon Graphite Group","CHGI",".0007"
"China Health Industries","CHHE",".117"
"Chesapeake Granite Wash Trust","CHKR","1.23"
"China Medicine","CHME",".0028"
"Cherry Hill Mortgage Investment","CHMI","6.99"
"China Natural Resources","CHNR",".539"
"ChitogenX Inc.","CHNXF",".165"
"ChargePoint","CHPT","12.14"
"Charah Solutions","CHRA","6.68"
"Coherus BioSciences","CHRS","8.48"
"Chico's FAS","CHS","5.27"
"China High Speed Transmission Equipment Group","CHSTY","11.8"
"Charlie's Holdings","CHUC",".1088"
"Chiyoda","CHYCY","2.9"
"Chykingyoung Investment Development","CHYI","2.5"
"Citizens","CIA","2.4"
"Cian PLC Sponsored ADR","CIAN","3.4"
"Community Investors Bancorp","CIBN","16.8"
"China Construction Bank","CICHY","12.91"
"China Cosco","CICOY","5.159"
"Cinedigm","CIDM",".5799"
"","CIF","1.85"
"Cipher Mining","CIFR","1.2"
"Comp En De Mn Cemig","CIG","2.24"
"China Index Holdings","CIH",".947"
"CIIG Capital Partners II, Inc.","CIIG","10.28"
"","CIK","2.75"
"Chimera Investment","CIM","7.29"
"Cingulate Inc.","CING",".9607"
"CI&T","CINT","7.44"
"City Office REIT","CIO","9.84"
"CION Investment Corporation","CION","10.67"
"Cielo","CIOXY",".9349"
"Cerberus Cyber Sentinel Corporation","CISO","1.43"
"Cartica Acquisition Corp.","CITE","10.41"
"CompX International","CIX","18.94"
"CI Financial","CIXXF","11.95"
"Citizens Holding Company","CIZN","13.88"
"China JoJo Drugstores","CJJD","3.48"
"Central Japan Railway Co.","CJPRY","12.13"
"Corus Entertainment","CJREF","1.684"
"CK Hutchison","CKHUY","6.3065"
"Checkpoint Therapeutics","CKPT","4.98"
"Vesuvius","CKSNY","4.6"
"CKX Lands","CKX","9.9899"
"Colonnade Acquisition II","CLAA","10.15"
"China Liaoning Dingxu Ecological Agriculture Devel","CLAD","3.5"
"Clarus","CLAR","10.05"
"Chavant Capital Acquisition","CLAY","10.38"
"Columbia Financial","CLBK","19.85"
"Colombier Acquisition","CLBR","10.05"
"Cellebrite DI Ltd.","CLBT","5.49"
"Chatham Lodging Trust REIT","CLDT","14.21"
"China Liberal Education Holdings","CLEU",".817"
"CLST","CLHI",".017"
"Clinigen Group","CLIGF","8.02"
"Clean Earth Acquisitions Corp.","CLIN","10.15"
"ClearSign Technologies","CLIR",".7401"
"Cellectis","CLLS","3.05"
"","CLM","8.07"
"Calima Energy Ltd.","CLMEF",".1192"
"Calumet Specialty Products Partners","CLMT","16.29"
"Clean Energy Fuels","CLNE","5.66"
"Clene","CLNN","1.53"
"Clover Leaf Capital","CLOE","10.93"
"Clover Health Investments","CLOV","1.33"
"CLP","CLPHY","7.44"
"Clipper Realty","CLPR","7.04"
"CLPS","CLPS","1.48"
"ClearPoint Neuro","CLPT","9.51"
"Cellectar Biosciences","CLRB","1.51"
"ClimateRock","CLRC","10.26"
"Superconductor Technologies","CLRD",".9087"
"ClearOne","CLRO","1.74"
"Celestica","CLS","13.33"
"Clearside Biomedical","CLSD","1.41"
"Cleanspark","CLSK","3.17"
"Catalyst Bancorp","CLST","12.87"
"Earth Life Sciences","CLTS",".0005"
"Celerity Solutions","CLTY",".0025"
"Clever Leaves","CLVR",".4938"
"Clovis Oncology","CLVSQ",".1235"
"Clarivate","CLVT","11.12"
"Euro Tech","CLWT","1.3501"
"Calloway's Nursery","CLWY","13.85"
"Calyxt","CLXT",".365"
"CHINA MINSHENG","CMAKY","3.75"
"CareMax","CMAX","4.69"
"Capitalworks Emerging Markets Acquisition Corp.","CMCA","10.36"
"Caledonia Mining","CMCL","13.76"
"Cheetah Mobile","CMCM","2.72"
"Creative Media & Community Trust","CMCT","5.28"
"China Marine Food Group","CMFO",".0015"
"ComF5 International","CMFV",".0003"
"CMG Holdings","CMGO",".0032"
"China Merchants Holdings International","CMHHY","14.5"
"Cumulus Media","CMLS","6.7"
"Chemomab Therapeutics","CMMB","2.3"
"Clearmind Medicine Inc.","CMND","3.57"
"Curtiss Motorcycles","CMOT",".1705"
"CompuMed","CMPD","3.15"
"CompoSecure","CMPO","6.36"
"COMPASS Pathways","CMPS","10.38"
"Compass Therapeutics, Inc.","CMPX","4"
"Comera Life Sciences","CMRA","1.36"
"Costamare","CMRE","10.15"
"Chimerix","CMRX","1.77"
"Core Molding Technologies","CMT","15.6"
"Claros Mortgage Trust, Inc.","CMTG","16.74"
"Comtech Telecommunications","CMTL","15.86"
"Comtex News Network","CMTX","10"
"","CMU","3.36"
"Commercial National Financial","CNAF","12.55"
"Concert Pharmaceuticals","CNCE","8.34"
"China Teletech Holding","CNCT",".0028"
"Concord Acquisition Corp II","CNDA","10.04"
"Concord Acquisition III","CNDB","10.29"
"Conduent","CNDT","4.77"
"ZW Data Action Technologies","CNET","1.7"
"CN Energy Group","CNEY",".49"
"CNFinance","CNF","1.99"
"CFN Enterprises ","CNFN",".1379"
"Conifer","CNFR","1.735"
"Canna-Global Acquisition Corp.","CNGL","10.38"
"CNH Industrial","CNHI","17.72"
"Cinemark","CNK","11.94"
"Cincinnati Bancorp","CNNB","15.16"
"Canacol Energy","CNNED","8.655"
"Conrad Industries","CNRD","15.99"
"Consorcio ARA","CNRFF",".2"
"Consolidated Communications","CNSL","4.35"
"CNS Pharmaceuticals","CNSP","2.21"
"Centessa Pharmaceuticals","CNTA","4"
"Connect Biopharma Holdings","CNTB","1.23"
"Centogene","CNTG","1.27"
"Context Therapeutics Inc.","CNTX","1.06"
"Century Casinos","CNTY","8.82"
"CVF Technologies","CNVT",".029"
"China Networks International","CNWHF",".001"
"CNX Resources","CNX","16.73"
"Connexa Sports Technologies Inc.","CNXA",".308"
"China Cord Blood","CO","2.9876"
"Vita Coco Company","COCO","13.57"
"Cocrystal Pharma","COCP","2.82"
"Coda Octopus Group","CODA","7.22"
"CoDiagnostics","CODX","3.24"
"51Talk Online Education Group Sponsored ADR","COE","6.16"
"Coeptis Therapeutics Holdings, Inc.","COEP","1.86"
"Cogent Biosciences","COGT","15.06"
"Institutional Financial Markets","COHN","8.83"
"CommScope","COMM","8.4"
"Compass","COMP","4.02"
"COMSovereign","COMS",".0795"
"Conn's","CONN","9.41"
"CONX","CONX","10.05"
"Traeger","COOK","3.63"
"Corner Growth Acquisition","COOL","10.03"
"Cornwall Resources","CORC",".01"
"CorEnergy Infrastructure Trust","CORR","2.14"
"Corsair Partnering ","CORS","10.1"
"Core Scientific","CORZQ",".3549"
"Cosmos Group Holdings Inc.","COSG",".0204"
"Cosmos Health Inc.","COSM","6.49"
"Coty","COTY","9.96"
"Coursera","COUR","15.95"
"Coya Therapeutics, Inc.","COYA","4.255"
"Conyers Park III Acquisition Corp.","CPAA","9.995"
"Cementos Pacasmayo","CPAC","5.3403"
"Counter Press Acquisition","CPAQ","10.33"
"Catalyst Partners Acquisition","CPAR","10.075"
"Cathay Pacific Airways","CPCAY","5"
"Capital Financial","CPFH","1.11"
"Crescent Point Energy","CPG","7.46"
"China Pharma Holdings","CPHI",".107"
"Cumberland Pharmaceuticals","CPIX","2.71"
"Capital Product Partners","CPLP","13.7"
"Golden Dragon Holding Co.","CPMD",".013"
"Mosaic ImmunoEngineering","CPMV","1"
"Coupang","CPNG","16.89"
"Pop Culture Group Co.","CPOP",".9295"
"Copper Mountain Mining","CPPMF","1.704"
"China Power Equipment","CPQQ",".01"
"Catalyst Pharmaceuticals","CPRX","15.49"
"CooperStandard","CPS","16.71"
"CPS Technologies","CPSH","2.96"
"Consumer Portfolio Services","CPSS","10.05"
"Crown PropTech Acquisitions","CPTK","10.16"
"Cepton","CPTN","1.21"
"Capital Properties","CPTP","11"
"Compute Health Acquisition","CPUH","10.31"
"Clean Energy Pathways","CPWY",".0027"
"CarePayment Technologies","CPYT",".13"
"Centrica","CPYYY","5.14"
"Credit Agricole","CRARY","5.97"
"Hickok","CRAWA","17"
"Carbon Energy Corp.","CRBO",".05"
"Corbus Pharmaceuticals","CRBP",".1551"
"Caribou Biosciences","CRBU","7.21"
"Cricut","CRCT","9.79"
"Crawford & Company","CRD.A","6.47"
"Crawford & Company","CRD.B","6.14"
"Cardiff Oncology","CRDF","1.79"
"Cardiol Therapeutics","CRDL",".7043"
"Credo Technology Group","CRDO","17.33"
"Creative Technology","CREAF","1.3"
"Crescera Capital Acquisition Corp.","CREC","10.34"
"Smart Powerr","CREG","1.95"
"Cresud","CRESY","6.86"
"Wireless Ronin Technologies","CREX",".67"
"","CRF","7.83"
"Charge Enterprises, Inc.","CRGE","1.34"
"Crescent Energy Company","CRGY","12.06"
"China Resources Enterprise","CRHKY","14.9"
"Curis","CRIS",".7331"
"Comstock Resources","CRK","12.15"
"Crown Electrokinetics","CRKN",".26"
"Creek Road Miners, Inc.","CRKR",".07"
"Cresco Labs Inc.","CRLBF","1.85"
"Circuit Research Labs","CRLI",".0002"
"CorMedix","CRMD","4.34"
"CreditRiskMonitor.com","CRMZ","2.5"
"Capricorn Energy PLC Unsponsored ADR","CRNCY","6.2"
"Ceragon Networks","CRNT","2.08"
"Crinetics Pharmaceuticals","CRNX","19.61"
"Cronos Group","CRON","2.52"
"Ceapro","CRPOF",".52"
"Carrefour","CRRFY","3.8513"
"Corporate Resource Services","CRRSQ",".001"
"CVR Medical","CRRVF",".001"
"Corsair Gaming","CRSR","15.73"
"Creatd","CRTD",".6599"
"The Coretec Group","CRTG",".0274"
"Chilco River","CRVH",".0104"
"Corvus Pharmaceuticals","CRVS",".82"
"Careview Communications","CRVW",".0575"
"CrowdGather","CRWG",".006"
"Crown Crafts","CRWS","5.81"
"Blue Water Acquisition","CRXTQ",".0011"
"Commerzbank","CRZBY","11.34"
"Corazon Capital V838 Monoceros","CRZN","10.15"
"Credit Suisse Group","CS","3.51"
"Cosan","CSAN","13.17"
"Champions Oncology","CSBR","4.11"
"Cardiovascular Systems","CSII","13.94"
"Consilium Acquisition I","CSLM","10.2202"
"CSP","CSPI","10.85"
"Chicken Soup for the Soul Entertainment","CSSE","6.22"
"Caspian Services","CSSV",".0011"
"Constellation Acquisition I","CSTA","10.16"
"Caesarstone","CSTE","6.24"
"Costar Technologies","CSTI","4"
"Constellium","CSTM","14.53"
"Capstar Financial","CSTR","17.41"
"China Shenhua Energy Co.","CSUAY","12.42"
"Capital Southwest","CSWC","19.81"
"CAPITA","CTAGY","1.17"
"Carney Technology Acquisition II","CTAQ","10.17"
"Coil Tubing Technology","CTBG",".0002"
"Computer Task Group","CTG","7.15"
"","CTGL",".0439"
"Charles & Colvard","CTHR",".9589"
"Yunhong CTI","CTIB","1.74"
"CTI BioPharma","CTIC","5.53"
"Cytek Biosciences","CTKB","12.05"
"Cantaloupe","CTLP","5.09"
"Castellum, Inc.","CTM","1.25"
"CytomX Therapeutics","CTMX","2.7"
"CTO Realty Growth","CTO","19.64"
"Custom Truck One Source","CTOS","7.08"
"Citic","CTPCY","5.91"
"Castor Maritime","CTRM","1.22"
"Country Garden Holdings","CTRYY","9.42"
"Cytosorbents","CTSO","2.86"
"Continental","CTTAY","7.0201"
"CTT Correios de Portuga","CTTPY","5.61"
"Innovid","CTV","2.25"
"Citius Pharmaceuticals","CTXR","1.39"
"","CUBA","4.1431"
"Curative Biotechnology","CUBT",".0299"
"Cue Biopharma","CUE","3.42"
"Cuentas","CUEN","1.09"
"Carnival","CUK","9.73"
"Cullman Bancorp","CULL","11.76"
"Culp","CULP","5.2"
"CuriosityStream","CURI","1.725"
"Curaleaf Holdings, Inc.","CURLF","3.84"
"CURO Group","CURO","4.04"
"CURE Pharmaceutical Holding","CURR",".24"
"Torrid Holdings","CURV","3.72"
"Cuisine Solutions","CUSI","16.25"
"Colruyt","CUYTY","6.49"
"CureVac","CVAC","10.74"
